CLIENTE_ID,CLIENTE_NOME,CLIENTE_CEP,CLIENTE_CIDADE,CLIENTE_ESTADO
903,Dr. João Pedro Ribeiro,16740556,Pereira,Alagoas
904,João Pedro Ramos,81896611,Peixoto,Alagoas
905,Cecília Pereira,36625-803,Santos de Fogaça,Distrito Federal
906,Alana Pereira,83035893,Rezende,Mato Grosso
907,Srta. Isabelly Costela,39296-503,Barros,Tocantins
908,Ian Cavalcanti,29749-342,Costa do Amparo,Pará
909,Caroline da Rosa,30544-919,Vieira das Flores,Rio de Janeiro
910,Srta. Bianca da Paz,39098312,Barros de Gonçalves,Amazonas
911,Pietra da Mota,45394261,Almeida,Rio de Janeiro
912,Ryan Silva,18572-785,Barbosa,Santa Catarina
913,Yago Castro,45276377,Viana,Alagoas
914,Isaac Jesus,24383197,Peixoto,Piauí
915,Sophia Ribeiro,73426574,Viana,Ceará
916,Isaac da Paz,73550-946,Moraes de Vieira,Rio de Janeiro
917,Gabriela Carvalho,50986398,Silva do Norte,Pernambuco
918,Maria Clara Gomes,93318-341,Lima,Maranhão
919,Rafaela da Rocha,35638-657,Duarte,Mato Grosso do Sul
920,Enzo Lopes,46096-725,Almeida,São Paulo
921,Nicole Duarte,78540451,Rocha,Paraná
922,Julia das Neves,51743-096,da Conceição de da Luz,Rio de Janeiro
923,Dr. Davi Lucca Nunes,03599640,Souza,Bahia
924,Pedro Moraes,94646863,Barbosa,Minas Gerais
925,Nicolas Aragão,83289644,Nascimento Alegre,Amapá
926,Isabella Melo,52932486,Oliveira de Moreira,Distrito Federal
927,Cecília Viana,89280-380,Nascimento Paulista,Sergipe
928,Yasmin da Cunha,91724371,Barbosa da Serra,Santa Catarina
929,Sr. João da Mota,88292106,Cardoso,Bahia
930,Maysa Cardoso,49306-262,da Conceição de Castro,Rio de Janeiro
931,Luiz Gustavo Fernandes,70476832,da Rocha,Distrito Federal
932,Bruno Pires,35538676,da Luz do Galho,Tocantins
933,Maria Julia Gomes,31102154,Pinto de Souza,Rondônia
934,Dra. Olivia Teixeira,63685218,Silva,Sergipe
935,Luiza da Cruz,82913344,Cardoso,Maranhão
936,Lívia da Luz,54477532,Oliveira da Mata,Pará
937,Raul Santos,75918926,da Cruz,Paraíba
938,Benjamin Melo,07694785,Azevedo,Amazonas
939,João Guilherme Fogaça,30287910,Cavalcanti,Amapá
940,Alice da Conceição,20108788,Castro,Distrito Federal
941,Srta. Yasmin Teixeira,01748602,Barbosa Alegre,Paraíba
942,Sabrina Moura,19974-885,Cardoso,Mato Grosso
943,Diego da Mata,00135865,Souza,Maranhão
944,Enzo Vieira,37975-757,Pereira,Paraíba
945,Luiz Otávio Lima,86365-929,Rodrigues das Pedras,Roraima
946,Julia da Costa,64869435,Sales,Santa Catarina
947,Carlos Eduardo Vieira,79076909,das Neves das Pedras,Amapá
948,Juliana Costa,89428-911,da Conceição de Cavalcanti,Amazonas
949,Pedro Henrique Martins,93398688,Barros,Espírito Santo
950,Alice Silveira,90230339,Lima,Distrito Federal
951,Gabriela Alves,47807-507,Aragão do Campo,Maranhão
952,Emilly Dias,52564-952,Araújo da Mata,Alagoas
953,Dra. Ana Júlia Santos,37890935,Barbosa das Pedras,Alagoas
954,Marina Moura,30864600,Cavalcanti da Mata,São Paulo
955,Lucca Cardoso,13800189,Moreira,São Paulo
956,Melissa Alves,98516959,da Mota de Viana,Rondônia
957,Giovanna Ribeiro,93707510,Correia Alegre,Santa Catarina
958,Marcelo Santos,92224104,Castro,Goiás
959,Pedro Henrique Barros,75153-940,Teixeira,Espírito Santo
960,Sr. Ryan Fogaça,25721764,Costela do Norte,Ceará
961,Sr. Calebe Nascimento,58868-989,Lima,São Paulo
962,Fernando da Rosa,10532-239,Ramos do Amparo,Mato Grosso
963,Bernardo Caldeira,82885929,Souza do Galho,Amapá
964,Otávio Farias,76823-995,Nogueira do Campo,Mato Grosso do Sul
965,Raul Vieira,91815-580,Farias dos Dourados,Amazonas
966,Sra. Alice Araújo,49029-019,Nascimento das Flores,Goiás
967,Bernardo Teixeira,27254-587,da Conceição de Ribeiro,São Paulo
968,Helena Rocha,18685-499,Pires do Oeste,Bahia
969,Renan Jesus,38962-726,da Cruz,Bahia
970,Raul Lopes,26729-901,Araújo do Oeste,São Paulo
971,Clarice Farias,07889-776,Silva,Rondônia
972,Isabel Santos,69438270,Teixeira,Rondônia
973,Juan Sales,75045-850,Ribeiro,Bahia
974,Marina Silva,71856131,Duarte,Alagoas
975,Pietro Sales,33259272,Almeida,Bahia
976,Maria Sophia Azevedo,52770253,Azevedo do Norte,Roraima
977,Pedro Ramos,56460300,Rodrigues Paulista,Roraima
978,Srta. Ana Júlia da Mota,66667995,Rocha,Mato Grosso
979,Luiz Miguel Melo,64843-022,Oliveira Alegre,Bahia
980,João Lucas Moreira,35658487,Sales,Distrito Federal
981,Srta. Maitê Nunes,67802-193,Rezende,Rondônia
982,Sra. Ana Lívia Moreira,57238-519,Rezende,Paraná
983,Luiz Gustavo Fernandes,77762-887,Costa,Ceará
984,Sr. Caio Fogaça,38444-111,Campos de Gomes,São Paulo
985,Beatriz Mendes,87712608,da Paz,Ceará
986,Isis Fogaça,75277-100,da Mota,Sergipe
987,Arthur da Cunha,60547-898,Vieira,Espírito Santo
988,Ian Vieira,48425768,Viana,Distrito Federal
989,Leandro da Cruz,04470-699,Nogueira,Maranhão
990,Vitória da Rosa,13598338,da Mota,Tocantins
991,João Pereira,83253149,Fernandes,Mato Grosso do Sul
992,Olivia Nogueira,55872-422,Cardoso Verde,Alagoas
993,Bruna Silva,68015792,Moraes,Rio Grande do Norte
994,Bárbara da Rosa,12526-096,Ramos,Goiás
995,Ana Julia da Paz,10261-514,Teixeira da Serra,Rio Grande do Sul
996,Bruna Souza,13070-692,da Mota de Goiás,Acre
997,Thales Moraes,77991048,Peixoto da Mata,Mato Grosso
998,Beatriz das Neves,13455721,Cardoso de Lopes,Minas Gerais
999,Stephany Vieira,31297-007,da Mota do Galho,Pará
1000,Heloísa Araújo,76502-995,Fogaça,Amazonas
